field,count
details.Mounting Type Adhesive,1
details.Mounting Type Bathroom Counter,1
details.Mounting Type C-clamp,1
"details.Mounting Type Clip On,Rubber Feet,Tabletop,Wall Mount",1
"details.Mounting Type Clip On,Surface,Tabletop",1
"details.Mounting Type Clip On,Table Mount",1
details.Mounting Type Counter Space,1
details.Mounting Type Decorate Your Desk,1
"details.Mounting Type Desk Fan,Freestanding",1
details.Mounting Type Desk Mount,1
details.Mounting Type Desk Stand,1
details.Mounting Type Directly Use,1
"details.Mounting Type Door Mount,Kitchen,Surfaces",1
"details.Mounting Type Door Mount,Surface",1
"details.Mounting Type Door Mount,Table Mount",1
"details.Mounting Type Door Mount,Tabletop",1
"details.Mounting Type Door Mount,Window Mount",1
details.Mounting Type Dressing,1
details.Mounting Type Embedded,1
"details.Mounting Type Floor Mount,Tabletop",1
"details.Mounting Type Foldable,Surfaces",1
details.Mounting Type Foot Pads,1
"details.Mounting Type Foot Pads,Surface",1
"details.Mounting Type For,Tabletop,Your Desk",1
"details.Mounting Type Free_standing, Freestanding Tabletop",1
"details.Mounting Type Free_standing, æ¡Œé ¢",1
"details.Mounting Type Freestanding,Neck",1
"details.Mounting Type Freestanding,Tabletop,Wall Mount",1
"details.Mounting Type Grab Your Desk,On",1
"details.Mounting Type Hanging,Surface,Surfaces",1
"details.Mounting Type Hanging,Tabletop,Wall Mount",1
"details.Mounting Type Hanging_mount, Tabletop Mount",1
"details.Mounting Type Insert,Tabletop",1
"details.Mounting Type Inside Mount,Outside Mount",1
details.Mounting Type Interlocked/individual to use,1
details.Mounting Type Kitchen Counter,1
details.Mounting Type Magnetic Mount or Countertop Standing,1
"details.Mounting Type Magnetic Mount,Door Mount,Wall Mount",1
"details.Mounting Type Magnetic Mount,Surface,Surfaces",1
"details.Mounting Type Magnetic Mount,Tabletop Mount",1
"details.Mounting Type Magnetic, free standing",1
details.Mounting Type Metal,1
details.Mounting Type Modular,1
"details.Mounting Type Neck,Freestanding",1
details.Mounting Type No,1
"details.Mounting Type No drilling, no installation, no assembly required",1
"details.Mounting Type No installation required, no assembly required",1
details.Mounting Type No need to assemble,1
details.Mounting Type Non-slip Rubber Feet,1
"details.Mounting Type Non-slip Rubber Feet,Tabletop",1
"details.Mounting Type Non-slip,Rubber Feet",1
details.Mounting Type On the table,1
"details.Mounting Type On,Tabletop",1
details.Mounting Type Outside Mount,1
details.Mounting Type Over The Door,1
details.Mounting Type Paste,1
"details.Mounting Type Phone Mount,Tabletop",1
"details.Mounting Type Portable,Neck Fan",1
details.Mounting Type Rubber,1
details.Mounting Type Rubber Feet,1
"details.Mounting Type Rubber Feet,Table Mount,Tabletop",1
"details.Mounting Type Rubber Feet,Tabletop",1
details.Mounting Type Rubber Pads,1
"details.Mounting Type Rubber Pads,Surfaces",1
details.Mounting Type Self-Stick,1
"details.Mounting Type Set,Tabletop",1
details.Mounting Type Side mounting,1
"details.Mounting Type Sink,Surface",1
details.Mounting Type Stand,1
details.Mounting Type Stick On,1
details.Mounting Type Stick/Screw under Desk,1
"details.Mounting Type Suction,Table Mount,Tabletop",1
"details.Mounting Type Suction_mount, Freestanding Tabletop",1
details.Mounting Type Surface mounted,1
"details.Mounting Type Surface,Surfaces",1
"details.Mounting Type Surface,Surfaces,Tabletop",1
"details.Mounting Type Surface,Tabletop,Wall Mount",1
"details.Mounting Type Surface,Window Mount",1
"details.Mounting Type Surface,Your Desk",1
"details.Mounting Type Surfaces,Tabletop",1
"details.Mounting Type Surfaces,Tabletop,Wall Mount",1
"details.Mounting Type Table Mount,Tabletop,Wall Mount",1
details.Mounting Type Table Top & Wall Mount,1
details.Mounting Type Table Top and Wall Mount,1
details.Mounting Type Tables,1
"details.Mounting Type Tabletop Mount, Insert Mount",1
"details.Mounting Type Tabletop Mount, Wall Mount",1
"details.Mounting Type Tabletop, Countertop, Drawer, Cabinet",1
"details.Mounting Type Tabletop,Shelf Mount",1
details.Mounting Type Tree Mount,1
details.Mounting Type Under Table,1
details.Mounting Type Under desk,1
details.Mounting Type Under table,1
"details.Mounting Type Wall_mount, Door Mount",1
"details.Mounting Type Wall_mount, Magnetic Mount Surface Tabletop",1
"details.Mounting Type Wall_mount, Table Tabletop",1
"details.Mounting Type Wall_mount, 桌面",1
"details.Mounting Type Window Mount,Tabletop",1
details.Mounting Type Your Office Table,1
"details.Mounting Type Your,Pull Out",1
details.Mounting Type foldable,1
"details.Mounting Type found in image, freestanding",1
details.Mounting Type free standing,1
details.Mounting Type free-standing,1
"details.Mounting Type free_standing, Freestanding",1
details.Mounting Type hang directly on walls or on cubicles,1
"details.Mounting Type hanging_mount, Door Mount",1
"details.Mounting Type hanging_mount, Tabletop Mount",1
"details.Mounting Type insert_mount, Shelf Mount Tabletop",1
details.Mounting Type screw-in bracket,1
"details.Mounting Type suction_mount, Desk",1
"details.Mounting Type suction_mount, Freestanding",1
"details.Mounting Type suction_mount, Surfaces Tabletop",1
details.Mounting Type surface mount,1
details.Mounting Type surface mounted,1
"details.Mounting Type tension_mount, Tabletop Mount",1
details.Mounting Type threaded stud,1
details.Mounting Type under the desk,1
"details.Mounting Type wall_mount, Surface",1
"details.Mounting Type wall_mount, Tabletop Wall Mount",1
details.Mounting Type ‎Magnetic Mount,1
details.Mounting Type ‎No need to install,1
details.Mounting Type ‎Tabletop,1
details.Mounting Type ‎Under desk,1
details.Mounting Type 壁挂式,1
details.Mounting Type 无需安装,1
details.Mounting Type 顶天立地式,1
details.Number Of Conductors,1
details.Number Of Contacts,1
details.Number Of Poles,1
details.Number of Blades 5,1
details.Number of Blades 8,1
details.Number of Compartments 15,1
details.Number of Compartments 22,1
details.Number of Compartments 27,1
details.Number of Compartments 45,1
details.Number of Compartments 72,1
details.Number of Doors 10,1
details.Number of Doors 15,1
details.Number of Doors 18,1
"details.Number of Drawers 1, 2, 48",1
"details.Number of Drawers 1, 5",1
details.Number of Drawers 11,1
"details.Number of Drawers 14, 3",1
details.Number of Drawers 16,1
details.Number of Drawers 18,1
"details.Number of Drawers 2, 10",1
"details.Number of Drawers 2, 4",1
details.Number of Drawers 24,1
"details.Number of Drawers 3, 30",1
details.Number of Drawers 32,1
"details.Number of Drawers 4, 20",1
"details.Number of Drawers 4, 5",1
details.Number of Drawers 50,1
"details.Number of Drawers 60, 30",1
details.Number of Drawers 9,1
details.Number of Height Positions,1
details.Number of Jets,1
details.Number of Speeds 3,1
details.Objective Lens Description,1
details.Occasion Birthday,1
details.Occasion Boating,1
"details.Occasion Christmas, Housewarming, Father's Day, BirthdayChristmas, Housewarming, Father's Day, Birthday  See more",1
details.Occasion Party,1
"details.Occasion Teacher appreciation gifts, teacher birthday retirement gifts, daycare preschool primary junior high school university graduation back to school end of year teacher giftTeacher appreciation gifts, teacher birthday retirement gifts, daycare preschool primary junior high school university graduation back…  See more",1
details.Occasion Teachers day,1
"details.Occasion Thanksgiving,School,Home,Birthdays,Outdoor",1
details.Occasion Wedding,1
details.Occupancy,1
details.Occupant Capacity,1
details.Operating Frequency,1
details.Operating Life,1
details.Optical Storage Read Speed,1
details.Optical Storage Write Speed,1
details.Outlet Connection Type,1
details.Output Power,1
details.Output sheet capacity,1
details.Pad Type,1
details.Power Source Hand Powered,1
details.Power Source electric,1
details.Power Supply Design,1
details.Power Supply Mounting Type,1
details.Primary Supplement Type,1
details.Printer resolution bw vert max,1
details.Processor Speed,1
details.Produce sold as,1
details.Pump type,1
details.RAM Size,1
details.Recommended Number of People for Assembly,1
details.Removable Memory,1
details.Rim Size 1 Inches,1
details.Rim Size 10 Inches,1
details.Rim Size 11 Millimeters,1
details.Rim Size 18 Inches,1
details.Rim Size 5.1 Inches,1
details.Ringtones,1
details.Rod Length,1
details.Rotation Direction,1
details.Scale,1
details.Scale Length,1
details.Seat Material Type Acrylic,1
details.Seat Material Type All Cold Cured Foam,1
details.Seat Material Type Aluminum,1
details.Seat Material Type Breathable Mesh,1
details.Seat Material Type FULL MESH SEAT,1
details.Seat Material Type Faux Leather、Cotton,1
details.Seat Material Type High Density Sponge,1
details.Seat Material Type High-density molded foam,1
details.Seat Material Type PVC Composite Fabric,1
details.Seat Material Type SofThread Leather,1
"details.Seat Material Type Sponge, Mesh",1
details.Seat Material Type Tech cloth,1
details.Seat Material Type Upholstered Leather,1
"details.Seat Material Type foam,metal, nylon",1
"details.Seat Material Type linen fabric, foam",1
details.Seat Material Type mesh,1
details.Seat Material Type 人造皮革,1
details.Seating Capacity 3,1
details.Security Protocol,1
details.Service Provider,1
details.Set Screw Thread Type,1
details.Setting Type,1
details.Shape 2500 x Star,1
details.Shape Assorted,1
details.Shape Boat Shaped,1
details.Shape Chair,1
"details.Shape Circle, Oval, Rectangle, Rounded Rectangle, Square, Rounded Square, Star, HeartCircle, Oval, Rectangle, Rounded Rectangle, Square, Rounded Square, Star, Heart  See more",1
details.Shape Curved,1
details.Shape D-Top,1
details.Shape Die Cut,1
details.Shape Floor Mount,1
"details.Shape Heart, Round",1
details.Shape Kidney-shaped,1
details.Shape Many kinds,1
details.Shape Pentagram,1
details.Shape Quarter Round,1
details.Shape Rectangle,1
"details.Shape Rectangular, Cubical",1
"details.Shape Round, Square",1
details.Shape Runner,1
details.Shape Saddle,1
details.Shape Sparkle Stars,1
details.Shape Trapezoidal,1
details.Shape U-Shape,1
details.Shape Various,1
details.Shape Wing Shape,1
details.Shape corner,1
details.Shape l curve shaped round shape wooden base finish chrome no hutch simple basics work study clipboard setl curve shaped round shape wooden base finish chrome no hutch simple basics work study clipboard set  See more,1
details.Shape roll,1
details.Shape round square oval rectangle,1
details.Shape varioius,1
details.Shape 圆形,1
details.Shape 扁圆头,1
details.Shelf Type Adjustable,1
details.Shelf Type Cabinet Storage Rack for Dishes,1
"details.Shelf Type Engineered Wood, Wood, Metal",1
details.Shelf Type Etagere Shelf,1
details.Shelf Type Glass,1
details.Shelf Type Leaning Shelf,1
details.Shelf Type Lectern Shelf,1
details.Shelf Type MDF,1
"details.Shelf Type Open Shelf, Adjustable Shelf",1
details.Shelf Type Sloped shelf,1
details.Shelf Type Step Shelf,1
"details.Shelf Type Wood, Glass",1
details.Shelf Type wood,1
details.Shelf Type 层架,1
details.Shelf Type 抽屉式货架,1
details.Software Included,1
details.Speaker Diameter,1
details.Special Ingredients,1
details.Stone Weight,1
details.Storage Options,1
details.Strand Type,1
details.String Material Type,1
details.Stud Size,1
details.Style 24-Key Case,1
details.Style 3M Tape 20-Pack,1
"details.Style Adjustable,Heavy Duty",1
"details.Style Adjustable,Lockable",1
details.Style Assembled,1
"details.Style Box,Lockable",1
"details.Style Box,Magnetic",1
details.Style Brass,1
details.Style Casual,1
details.Style Colonial,1
"details.Style Compact,Lockable",1
details.Style Coupe,1
"details.Style Heavy Duty,Adjustable",1
"details.Style Heavy Duty,Compact,Lockable",1
details.Style Industrial,1
details.Style Louvered Cabinet,1
"details.Style Modern, Minimalist",1
details.Style Portable,1
"details.Style Portable,Box",1
details.Style Traditional,1
details.Style Traditional Cabinet,1
details.Style Unassembled,1
details.Style X-Style,1
details.Style antique,1
details.Style traditional,1
details.Subject,1
details.Supported Internet Services,1
details.Surface Recommendation 2 inch,1
details.Surface Recommendation A smooth surface,1
details.Surface Recommendation All Purpose,1
details.Surface Recommendation Aluminum,1
details.Surface Recommendation Any Flat Surface,1
details.Surface Recommendation Anything smooth surface,1
details.Surface Recommendation Bee,1
details.Surface Recommendation Book,1
details.Surface Recommendation Calendar,1
"details.Surface Recommendation Candy, Bag, Envelope",1
"details.Surface Recommendation Candy, Envelope, Jar, Bag",1
"details.Surface Recommendation Candy, Envelope, Paper Bag, Jar",1
"details.Surface Recommendation Candy, Envelope, Paper, Bags, Jars",1
details.Surface Recommendation Card,1
details.Surface Recommendation Carpet,1
details.Surface Recommendation Ceiling,1
details.Surface Recommendation Ceramic Cloth Glass Metal Plastic Wood,1
details.Surface Recommendation Computer,1
"details.Surface Recommendation Credit, Debit, Key, Commute, EBT, RF Card",1
details.Surface Recommendation Desk,1
details.Surface Recommendation Envelop,1
"details.Surface Recommendation Envelopes, Boxes, Bags, Cards, Scrapbooks, ReceiptsEnvelopes, Boxes, Bags, Cards, Scrapbooks, Receipts  See more",1
